Wall time,Step,Value
1692454892.9020638,0,0.7396799921989441
1692455761.01234,1,0.7467186450958252
1692456628.5836406,2,0.7081578373908997
1692457496.7406774,3,0.6606920957565308
1692458363.9347916,4,0.6185739636421204
1692459231.963676,5,0.5838395953178406
1692460099.8772483,6,0.5597447156906128
1692460968.7093039,7,0.5463358759880066
1692461837.320291,8,0.5408293008804321
1692462706.4621077,9,0.535097599029541
1692463575.411454,10,0.5293479561805725
1692464443.4515002,11,0.528496503829956
1692465311.1819842,12,0.5264489650726318
1692466178.152201,13,0.5213178992271423
1692467045.027636,14,0.5218436121940613
1692467914.4718666,15,0.5201408863067627
1692468783.9006531,16,0.5198641419410706
1692469652.3350077,17,0.5300205945968628
1692470519.1799843,18,0.5390068888664246
1692471386.9070778,19,0.5247653126716614
1692472256.3301022,20,0.5200473666191101
1692473124.6124399,21,0.5182123184204102
1692473992.3824782,22,0.5150418281555176
1692474859.0823796,23,0.5146968364715576
1692475726.6789768,24,0.5154999494552612
1692476593.815945,25,0.5166252851486206
1692477463.047201,26,0.5138884782791138
1692478329.90231,27,0.5146739482879639
1692479196.8454397,28,0.5138751864433289
1692480065.2669168,29,0.5132091045379639
1692480932.908914,30,0.5123788714408875
1692481799.4165611,31,0.5131316184997559
1692482669.334786,32,0.5143005847930908
1692483537.7245636,33,0.5135353803634644
1692484404.2278595,34,0.5128703117370605
1692485270.4307396,35,0.5132946968078613
1692486139.1199276,36,0.513099730014801
1692487007.801606,37,0.5116707682609558
1692487875.2886639,38,0.5128536820411682
1692488744.2800477,39,0.5134738683700562
1692489613.3622503,40,0.5137231945991516
1692490481.5619953,41,0.5140530467033386
1692491349.5444398,42,0.5141776204109192
1692492216.077538,43,0.5149213075637817
1692493084.1382663,44,0.5151513814926147
1692493952.1639159,45,0.515192985534668
1692494819.6640496,46,0.5151422619819641
1692495688.64668,47,0.5154789090156555
1692496557.5515013,48,0.5155335664749146
1692497425.608362,49,0.5156752467155457
1692498293.8364928,50,0.5206500887870789
1692499161.8791018,51,0.5151515603065491
1692500030.1695883,52,0.514636218547821
1692500898.295578,53,0.51454097032547
1692501765.5360372,54,0.5146579742431641
1692502632.6336074,55,0.5153714418411255
1692503498.5942278,56,0.5147295594215393
1692504364.6710973,57,0.51424241065979
1692505230.0735893,58,0.5132384896278381
1692506095.5357637,59,0.5175774097442627
1692506963.6084864,60,0.5130427479743958
1692507829.511258,61,0.5141458511352539
1692508697.2265925,62,0.5134406089782715
1692509563.8195124,63,0.5146608948707581
1692510433.1067264,64,0.5153606534004211
1692511303.7018461,65,0.5132617354393005
1692512171.9654658,66,0.5104790329933167
1692513040.9606478,67,0.5119772553443909
1692513909.5774925,68,0.5142415165901184
1692514777.933048,69,0.5104650855064392
1692515644.912904,70,0.512812077999115
1692516513.848239,71,0.5113890171051025
1692517380.093302,72,0.5127789974212646
1692518247.621982,73,0.5120925903320312
1692519116.1106732,74,0.5115238428115845
1692519983.8715112,75,0.5120736360549927
1692520853.7520928,76,0.5087486505508423
1692521721.2040114,77,0.5125579237937927
1692522587.55456,78,0.5116661190986633
1692523455.6778548,79,0.5116307139396667
1692524323.8527818,80,0.5106897950172424
1692525190.268313,81,0.5102628469467163
1692526056.627212,82,0.5116163492202759
1692526924.8112543,83,0.5089078545570374
1692527793.8870807,84,0.5100239515304565
1692528662.504995,85,0.5099151730537415
1692529529.0728273,86,0.5116417407989502
1692530396.313994,87,0.5075024366378784
1692531263.6800008,88,0.5078349709510803
1692532133.3302157,89,0.5124332904815674
1692533002.195717,90,0.5081297159194946
1692533869.8672373,91,0.5089487433433533
1692534737.3256614,92,0.5082917809486389
1692535604.422091,93,0.5094332695007324
1692536472.420212,94,0.5096670985221863
1692537337.8478024,95,0.509532630443573
1692538208.3838587,96,0.5076496005058289
1692539074.0674465,97,0.5084871649742126
1692539940.9159431,98,0.5071791410446167
1692540809.1632078,99,0.5072532892227173
1692541679.0911124,100,0.5070748329162598
1692542548.4445062,101,0.5083849430084229
1692543414.8939817,102,0.5075164437294006
1692544283.1551259,103,0.507975697517395
1692545151.949236,104,0.5067228674888611
1692546018.6348264,105,0.506608247756958
1692546886.2609735,106,0.5062992572784424
1692547755.1334786,107,0.5062431693077087
1692548622.3564389,108,0.5076743960380554
1692549489.5352197,109,0.5063604712486267
1692550357.2103124,110,0.5052527785301208
