Wall time,Step,Value
1729244350.9667687,0,2.3421478271484375
1729244613.0849707,1,2.347140312194824
1729244875.0333526,2,2.348233699798584
1729245136.4862387,3,2.3449206352233887
1729245398.9694672,4,2.340703248977661
1729245673.4653587,5,2.3431410789489746
1729245937.1635644,6,2.3441543579101562
1729246199.113243,7,2.347747325897217
1729246461.2153761,8,2.345778703689575
1729246723.7630796,9,2.345618486404419
1729246986.0599942,10,2.3476946353912354
1729247250.0780408,11,2.346130132675171
1729247515.2921572,12,2.3457131385803223
1729247779.70975,13,2.3480637073516846
1729248044.56846,14,2.347459554672241
1729248309.5594666,15,2.349921941757202
1729248573.718765,16,2.3542168140411377
1729248838.5559657,17,2.349290132522583
1729249103.4553688,18,2.3502700328826904
1729249367.3389444,19,2.350084066390991
1729249630.1178665,20,2.351919174194336
1729249893.0406752,21,2.3532140254974365
1729250156.8636122,22,2.3511476516723633
1729250418.6349473,23,2.350618600845337
1729250680.552518,24,2.353682041168213
1729250942.8602762,25,2.353447914123535
1729251205.2457623,26,2.352154016494751
1729251467.270248,27,2.3524928092956543
1729251729.3844295,28,2.3538453578948975
1729251991.8730567,29,2.352557897567749
1729252254.3459747,30,2.3532874584198
1729252517.6377182,31,2.353868007659912
1729252780.1461718,32,2.3528661727905273
1729253042.339975,33,2.354519844055176
1729253305.187681,34,2.35308837890625
1729253567.3879535,35,2.3540568351745605
1729253830.2299392,36,2.3533201217651367
1729254093.4129345,37,2.35373592376709
1729254356.461142,38,2.3535566329956055
1729254619.6323092,39,2.3543829917907715
1729254882.740442,40,2.3543148040771484
1729255145.498647,41,2.3548667430877686
1729255407.774272,42,2.35475754737854
1729255669.8309972,43,2.3549017906188965
1729255932.0279193,44,2.3546009063720703
1729256194.000985,45,2.354912519454956
1729256456.4292762,46,2.35433030128479
1729256719.2965221,47,2.3545408248901367
1729256981.4566388,48,2.354404926300049
1729257244.7683346,49,2.3545236587524414
1729257507.0853045,50,2.3484954833984375
1729257770.0188632,51,2.3535399436950684
1729258032.5065413,52,2.3509254455566406
1729258297.0446076,53,2.35247540473938
1729258559.4378166,54,2.351952075958252
1729258822.4032593,55,2.350947141647339
1729259084.9922369,56,2.350172758102417
1729259347.731449,57,2.354365110397339
1729259610.624803,58,2.3510255813598633
1729259873.4192898,59,2.3530936241149902
1729260136.119822,60,2.3513400554656982
1729260399.8140547,61,2.3526484966278076
1729260662.8884847,62,2.349590539932251
1729260926.0711696,63,2.3541712760925293
1729261188.4523835,64,2.3521358966827393
1729261451.3861294,65,2.3509981632232666
1729261714.2313,66,2.351790428161621
1729261976.2694497,67,2.352238178253174
1729262239.2647145,68,2.354062557220459
1729262501.667569,69,2.355424642562866
1729262764.2497282,70,2.3549962043762207
1729263026.9453952,71,2.3522086143493652
1729263289.9009635,72,2.3526360988616943
1729263552.4234924,73,2.354639768600464
1729263815.4722476,74,2.3528261184692383
1729264078.0282717,75,2.3547582626342773
1729264340.8492866,76,2.3511886596679688
1729264603.7243829,77,2.3525984287261963
1729264866.721132,78,2.355276107788086
